"","X","i","j","pocp","population"
"405112",4,"19AcGLB198.2.2","19AcARN268.1.1",0.997376188914398,"R3"
"405552",4,"19AcGLB198.2.2","19AcHe316.1.1",0.997048212528698,"R3"
"406253",4,"19AcGLB198.2.2","19AcS312.2.1",0.997048212528698,"R3"
"430425",4,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"R3"
"431514",4,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"R3"
"431862",4,"19AcHe316.1.1","19AcGLB198.2.2",0.997048212528698,"R3"
"432654",4,"19AcHe316.1.1","19AcS312.2.1",0.996720236142998,"R3"
"615224",4,"19AcS312.2.1","05LoS16R1_16",0.995736306985897,"R3"
"616313",4,"19AcS312.2.1","19AcARN268.1.1",0.997048212528698,"R3"
"616663",4,"19AcS312.2.1","19AcGLB198.2.2",0.997048212528698,"R3"
"616764",4,"19AcS312.2.1","19AcHe316.1.1",0.996720236142998,"R3"
"8588",4,"11LoS28_6","11LoS31_2",0.764229607250755,"metapop"
"8650",4,"11LoS28_6","19AcS179.2.1",0.873684210526316,"metapop"
"8703",4,"11LoS28_6","19AcS213.4.1",0.759312651366624,"metapop"
"8711",4,"11LoS28_6","19AcARN268.3.1",0.871025930101466,"metapop"
"9217",4,"11LoS31_2","19AcS179.2.1",0.732593682780482,"metapop"
"9259",4,"11LoS31_2","19AcS213.4.1",0.740935114503817,"metapop"
"9328",4,"11LoS31_2","19AcARN268.3.1",0.735523709658628,"metapop"
"9352",4,"11LoS31_2","11LoS28_6",0.764229607250755,"metapop"
"26453",4,"19AcARN268.3.1","19AcS213.4.1",0.735159817351598,"metapop"
"26467",4,"19AcARN268.3.1","11LoS31_2",0.735523709658628,"metapop"
"26563",4,"19AcARN268.3.1","19AcS179.2.1",0.853521425540942,"metapop"
"26568",4,"19AcARN268.3.1","11LoS28_6",0.871025930101466,"metapop"
"49131",4,"19AcS179.2.1","11LoS31_2",0.732593682780482,"metapop"
"49156",4,"19AcS179.2.1","19AcS213.4.1",0.730740058511215,"metapop"
"49241",4,"19AcS179.2.1","19AcARN268.3.1",0.853521425540942,"metapop"
"49315",4,"19AcS179.2.1","11LoS28_6",0.873684210526316,"metapop"
"50910",4,"19AcS213.4.1","11LoS28_6",0.759312651366624,"metapop"
"50935",4,"19AcS213.4.1","19AcARN268.3.1",0.735159817351598,"metapop"
"50970",4,"19AcS213.4.1","11LoS31_2",0.740935114503817,"metapop"
"51046",4,"19AcS213.4.1","19AcS179.2.1",0.730740058511215,"metapop"
"263",4,"05LoH17.10","19AcS307.1.1",0.799059525174905,"species"
"297",4,"05LoH17.10","19AcS121.1.1",0.833815350389321,"species"
"334",4,"05LoH17.10","CW10",0.848834525732749,"species"
"353",4,"05LoH17.10","11LoS34_10",0.808909603295036,"species"
"10732",4,"11LoS34_10","19AcS121.1.1",0.85103734439834,"species"
"10796",4,"11LoS34_10","05LoH17.10",0.808909603295036,"species"
"10843",4,"11LoS34_10","CW10",0.865714899098325,"species"
"10852",4,"11LoS34_10","19AcS307.1.1",0.823780552887181,"species"
"477021",4,"19AcS121.1.1","19AcS307.1.1",0.872002627833133,"species"
"47714",4,"19AcS121.1.1","11LoS34_10",0.85103734439834,"species"
"47755",4,"19AcS121.1.1","CW10",0.884251101321586,"species"
"47897",4,"19AcS121.1.1","05LoH17.10",0.833815350389321,"species"
"521211",4,"19AcS307.1.1","19AcS121.1.1",0.872002627833133,"species"
"52136",4,"19AcS307.1.1","11LoS34_10",0.823780552887181,"species"
"52218",4,"19AcS307.1.1","05LoH17.10",0.799059525174905,"species"
"52267",4,"19AcS307.1.1","CW10",0.846407083664434,"species"
"57119",4,"CW10","11LoS34_10",0.865714899098325,"species"
"57187",4,"CW10","05LoH17.10",0.848834525732749,"species"
"57241",4,"CW10","19AcS121.1.1",0.884251101321586,"species"
"57257",4,"CW10","19AcS307.1.1",0.846407083664434,"species"
"8262",5,"11LoS13_1","19AcAm129.2.1",0.996392259757298,"all1"
"8312",5,"11LoS13_1","19AcD266.1.1",0.997704165300098,"all1"
"8402",5,"11LoS13_1","19AcS181.3.1",0.998360118071499,"all1"
"8405",5,"11LoS13_1","19AcS183.3.1",0.998032141685799,"all1"
"20624",5,"19AcAm129.2.1","11LoS13_1",0.996392259757298,"all1"
"20720",5,"19AcAm129.2.1","19AcD266.1.1",0.996720236142998,"all1"
"20810",5,"19AcAm129.2.1","19AcS181.3.1",0.997376188914398,"all1"
"20813",5,"19AcAm129.2.1","19AcS183.3.1",0.997048212528698,"all1"
"33824",5,"19AcD266.1.1","11LoS13_1",0.997704165300098,"all1"
"33871",5,"19AcD266.1.1","19AcAm129.2.1",0.996720236142998,"all1"
"34010",5,"19AcD266.1.1","19AcS181.3.1",0.998688094457199,"all1"
"340131",5,"19AcD266.1.1","19AcS183.3.1",0.998360118071499,"all1"
"57584",5,"19AcS181.3.1","11LoS13_1",0.998360118071499,"all1"
"57631",5,"19AcS181.3.1","19AcAm129.2.1",0.997376188914398,"all1"
"57681",5,"19AcS181.3.1","19AcD266.1.1",0.998688094457199,"all1"
"57773",5,"19AcS181.3.1","19AcS183.3.1",0.999016070842899,"all1"
"58376",5,"19AcS183.3.1","11LoS13_1",0.998032141685799,"all1"
"58423",5,"19AcS183.3.1","19AcAm129.2.1",0.997048212528698,"all1"
"584731",5,"19AcS183.3.1","19AcD266.1.1",0.998360118071499,"all1"
"58563",5,"19AcS183.3.1","19AcS181.3.1",0.999016070842899,"all1"
"51331",5,"05LoS3_1","19AcAm43.3.1",0.995080354214497,"I3"
"51342",5,"05LoS3_1","19AcARN268.1.1",0.997048212528698,"I3"
"52132",5,"05LoS3_1","19AcPa177.2.2",0.996392259757298,"I3"
"5276",5,"05LoS3_1","CW9",0.998032141685799,"I3"
"309081",5,"19AcAm43.3.1","05LoS3_1",0.995080354214497,"I3"
"310061",5,"19AcAm43.3.1","19AcARN268.1.1",0.996064283371597,"I3"
"310852",5,"19AcAm43.3.1","19AcPa177.2.2",0.995408330600197,"I3"
"31148",5,"19AcAm43.3.1","CW9",0.997048212528698,"I3"
"311722",5,"19AcARN268.1.1","05LoS3_1",0.997048212528698,"I3"
"312701",5,"19AcARN268.1.1","19AcAm43.3.1",0.996064283371597,"I3"
"313492",5,"19AcARN268.1.1","19AcPa177.2.2",0.997376188914398,"I3"
"314121",5,"19AcARN268.1.1","CW9",0.999016070842899,"I3"
"520282",5,"19AcPa177.2.2","05LoS3_1",0.996392259757298,"I3"
"521262",5,"19AcPa177.2.2","19AcAm43.3.1",0.995408330600197,"I3"
"521272",5,"19AcPa177.2.2","19AcARN268.1.1",0.997376188914398,"I3"
"522681",5,"19AcPa177.2.2","CW9",0.998360118071499,"I3"
"68660",5,"CW9","05LoS3_1",0.998032141685799,"I3"
"68758",5,"CW9","19AcAm43.3.1",0.997048212528698,"I3"
"687591",5,"CW9","19AcARN268.1.1",0.999016070842899,"I3"
"688381",5,"CW9","19AcPa177.2.2",0.998360118071499,"I3"
"24945",5,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"R3"
"25295",5,"05LoS16R1_16","19AcGLB198.2.2",0.996064283371597,"R3"
"25396",5,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"R3"
"26095",5,"05LoS16R1_16","19AcS312.2.1",0.995736306985897,"R3"
"311625",5,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"R3"
"313053",5,"19AcARN268.1.1","19AcGLB198.2.2",0.997376188914398,"R3"
"313155",5,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"R3"
"313854",5,"19AcARN268.1.1","19AcS312.2.1",0.997048212528698,"R3"
"404023",5,"19AcGLB198.2.2","05LoS16R1_16",0.996064283371597,"R3"
"405113",5,"19AcGLB198.2.2","19AcARN268.1.1",0.997376188914398,"R3"
"405553",5,"19AcGLB198.2.2","19AcHe316.1.1",0.997048212528698,"R3"
"406254",5,"19AcGLB198.2.2","19AcS312.2.1",0.997048212528698,"R3"
"430426",5,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"R3"
"431515",5,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"R3"
"431863",5,"19AcHe316.1.1","19AcGLB198.2.2",0.997048212528698,"R3"
"432655",5,"19AcHe316.1.1","19AcS312.2.1",0.996720236142998,"R3"
"615225",5,"19AcS312.2.1","05LoS16R1_16",0.995736306985897,"R3"
"616314",5,"19AcS312.2.1","19AcARN268.1.1",0.997048212528698,"R3"
"616664",5,"19AcS312.2.1","19AcGLB198.2.2",0.997048212528698,"R3"
"616765",5,"19AcS312.2.1","19AcHe316.1.1",0.996720236142998,"R3"
"8069",5,"11LoS21_3","19AcAM288.2.1",0.753934657549115,"metapop"
"8096",5,"11LoS21_3","19AcAM290.2.1",0.849899933288859,"metapop"
"8179",5,"11LoS21_3","19AcAm205.1.1",0.805580648399077,"metapop"
"8191",5,"11LoS21_3","19AcAM290.1.1",0.849888888888889,"metapop"
"18669",5,"19AcAm205.1.1","19AcAM290.1.1",0.850719983424842,"metapop"
"18673",5,"19AcAm205.1.1","19AcAM290.2.1",0.8505234788017,"metapop"
"18687",5,"19AcAm205.1.1","19AcAM288.2.1",0.748631664301642,"metapop"
"18767",5,"19AcAm205.1.1","11LoS21_3",0.805580648399077,"metapop"
"21803",5,"19AcAM288.2.1","19AcAM290.1.1",0.768055711557902,"metapop"
"21881",5,"19AcAM288.2.1","19AcAM290.2.1",0.767899291896145,"metapop"
"21993",5,"19AcAM288.2.1","11LoS21_3",0.753934657549115,"metapop"
"22003",5,"19AcAM288.2.1","19AcAm205.1.1",0.748631664301642,"metapop"
"22063",5,"19AcAM290.1.1","11LoS21_3",0.849888888888889,"metapop"
"22105",5,"19AcAM290.1.1","19AcAM290.2.1",0.99781206817135,"metapop"
"22182",5,"19AcAM290.1.1","19AcAM288.2.1",0.768055711557902,"metapop"
"22245",5,"19AcAM290.1.1","19AcAm205.1.1",0.850719983424842,"metapop"
"22266",5,"19AcAM290.2.1","19AcAM290.1.1",0.99781206817135,"metapop"
"22293",5,"19AcAM290.2.1","11LoS21_3",0.849899933288859,"metapop"
"22323",5,"19AcAM290.2.1","19AcAM288.2.1",0.767899291896145,"metapop"
"22487",5,"19AcAM290.2.1","19AcAm205.1.1",0.8505234788017,"metapop"
"1028",5,"05LoS1_4","11LoS21_3",0.864927091327705,"species"
"1119",5,"05LoS1_4","05LoS21R6_43",0.879052090319696,"species"
"1164",5,"05LoS1_4","19AcGLB198.1.2",0.858041427177096,"species"
"1179",5,"05LoS1_4","19AcPa147.3.1",0.854757196220611,"species"
"2701",5,"05LoS21R6_43","11LoS21_3",0.888998357963875,"species"
"2754",5,"05LoS21R6_43","19AcGLB198.1.2",0.872983216025988,"species"
"2776",5,"05LoS21R6_43","19AcPa147.3.1",0.848837209302326,"species"
"2863",5,"05LoS21R6_43","05LoS1_4",0.879052090319696,"species"
"8030",5,"11LoS21_3","05LoS1_4",0.864927091327705,"species"
"8103",5,"11LoS21_3","05LoS21R6_43",0.888998357963875,"species"
"8125",5,"11LoS21_3","19AcPa147.3.1",0.839737380260467,"species"
"8175",5,"11LoS21_3","19AcGLB198.1.2",0.867375132837407,"species"
"34383",5,"19AcGLB198.1.2","05LoS21R6_43",0.872983216025988,"species"
"34384",5,"19AcGLB198.1.2","11LoS21_3",0.867375132837407,"species"
"34393",5,"19AcGLB198.1.2","19AcPa147.3.1",0.845703332978384,"species"
"34573",5,"19AcGLB198.1.2","05LoS1_4",0.858041427177096,"species"
"41878",5,"19AcPa147.3.1","05LoS21R6_43",0.848837209302326,"species"
"41903",5,"19AcPa147.3.1","05LoS1_4",0.854757196220611,"species"
"41971",5,"19AcPa147.3.1","19AcGLB198.1.2",0.845703332978384,"species"
"41993",5,"19AcPa147.3.1","11LoS21_3",0.839737380260467,"species"
"3456",6,"05LoS21R6_43","09LoS36_3",0.997704165300098,"all1"
"3585",6,"05LoS21R6_43","19AcGLB198.2.2",0.996720236142998,"all1"
"3640",6,"05LoS21R6_43","19AcS121.1.1",0.997376188914398,"all1"
"3652",6,"05LoS21R6_43","19AcS183.2.1",0.998032141685799,"all1"
"6350",6,"09LoS36_3","05LoS21R6_43",0.997704165300098,"all1"
"6489",6,"09LoS36_3","19AcGLB198.2.2",0.996392259757298,"all1"
"65441",6,"09LoS36_3","19AcS121.1.1",0.997048212528698,"all1"
"6556",6,"09LoS36_3","19AcS183.2.1",0.997704165300098,"all1"
"40406",6,"19AcGLB198.2.2","05LoS21R6_43",0.996720236142998,"all1"
"40417",6,"19AcGLB198.2.2","09LoS36_3",0.996392259757298,"all1"
"40600",6,"19AcGLB198.2.2","19AcS121.1.1",0.997376188914398,"all1"
"40612",6,"19AcGLB198.2.2","19AcS183.2.1",0.998032141685799,"all1"
"54926",6,"19AcS121.1.1","05LoS21R6_43",0.997376188914398,"all1"
"54937",6,"19AcS121.1.1","09LoS36_3",0.997048212528698,"all1"
"55066",6,"19AcS121.1.1","19AcGLB198.2.2",0.997376188914398,"all1"
"55132",6,"19AcS121.1.1","19AcS183.2.1",0.998688094457199,"all1"
"58094",6,"19AcS183.2.1","05LoS21R6_43",0.998032141685799,"all1"
"58105",6,"19AcS183.2.1","09LoS36_3",0.997704165300098,"all1"
"58234",6,"19AcS183.2.1","19AcGLB198.2.2",0.998032141685799,"all1"
"58289",6,"19AcS183.2.1","19AcS121.1.1",0.998688094457199,"all1"
"23951",6,"05LoS16R1_16","05LoS3_1",0.995736306985897,"I3"
"2493",6,"05LoS16R1_16","19AcAm43.3.1",0.994752377828796,"I3"
"24946",6,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"I3"
"25002",6,"05LoS16R1_16","19AcARN300.2.1",0.996720236142998,"I3"
"50261",6,"05LoS3_1","05LoS16R1_16",0.995736306985897,"I3"
"51332",6,"05LoS3_1","19AcAm43.3.1",0.995080354214497,"I3"
"51343",6,"05LoS3_1","19AcARN268.1.1",0.997048212528698,"I3"
"5140",6,"05LoS3_1","19AcARN300.2.1",0.997704165300098,"I3"
"30898",6,"19AcAm43.3.1","05LoS16R1_16",0.994752377828796,"I3"
"309082",6,"19AcAm43.3.1","05LoS3_1",0.995080354214497,"I3"
"310062",6,"19AcAm43.3.1","19AcARN268.1.1",0.996064283371597,"I3"
"31012",6,"19AcAm43.3.1","19AcARN300.2.1",0.996064283371597,"I3"
"311626",6,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"I3"
"311723",6,"19AcARN268.1.1","05LoS3_1",0.997048212528698,"I3"
"312702",6,"19AcARN268.1.1","19AcAm43.3.1",0.996064283371597,"I3"
"312762",6,"19AcARN268.1.1","19AcARN300.2.1",0.998032141685799,"I3"
"327462",6,"19AcARN300.2.1","05LoS16R1_16",0.996720236142998,"I3"
"32756",6,"19AcARN300.2.1","05LoS3_1",0.997704165300098,"I3"
"32854",6,"19AcARN300.2.1","19AcAm43.3.1",0.996064283371597,"I3"
"328552",6,"19AcARN300.2.1","19AcARN268.1.1",0.998032141685799,"I3"
"249412",6,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"R3"
"25201",6,"05LoS16R1_16","19AcGLB102.2.2",0.997376188914398,"R3"
"25397",6,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"R3"
"26097",6,"05LoS16R1_16","19AcS312.2.1",0.995736306985897,"R3"
"3116212",6,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"R3"
"312961",6,"19AcARN268.1.1","19AcGLB102.2.2",0.998032141685799,"R3"
"313156",6,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"R3"
"313855",6,"19AcARN268.1.1","19AcS312.2.1",0.997048212528698,"R3"
"380261",6,"19AcGLB102.2.2","05LoS16R1_16",0.997376188914398,"R3"
"381351",6,"19AcGLB102.2.2","19AcARN268.1.1",0.998032141685799,"R3"
"381791",6,"19AcGLB102.2.2","19AcHe316.1.1",0.997704165300098,"R3"
"382491",6,"19AcGLB102.2.2","19AcS312.2.1",0.997048212528698,"R3"
"430427",6,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"R3"
"431516",6,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"R3"
"431771",6,"19AcHe316.1.1","19AcGLB102.2.2",0.997704165300098,"R3"
"432656",6,"19AcHe316.1.1","19AcS312.2.1",0.996720236142998,"R3"
"615226",6,"19AcS312.2.1","05LoS16R1_16",0.995736306985897,"R3"
"616315",6,"19AcS312.2.1","19AcARN268.1.1",0.997048212528698,"R3"
"616571",6,"19AcS312.2.1","19AcGLB102.2.2",0.997048212528698,"R3"
"616766",6,"19AcS312.2.1","19AcHe316.1.1",0.996720236142998,"R3"
"2188",6,"05LoS16R1_16","19AcAm43.1.1",0.787953702663221,"metapop"
"2228",6,"05LoS16R1_16","19AcARN300.2.1",0.878942692136828,"metapop"
"2381",6,"05LoS16R1_16","19AcGLBFCO3.1.1",0.756960932441183,"metapop"
"2402",6,"05LoS16R1_16","11LoS15_1",0.879278294149809,"metapop"
"7144",6,"11LoS15_1","19AcARN300.2.1",0.885967831392124,"metapop"
"7147",6,"11LoS15_1","19AcGLBFCO3.1.1",0.750889296108656,"metapop"
"7255",6,"11LoS15_1","05LoS16R1_16",0.879278294149809,"metapop"
"7256",6,"11LoS15_1","19AcAm43.1.1",0.786307519640853,"metapop"
"25733",6,"19AcAm43.1.1","05LoS16R1_16",0.787953702663221,"metapop"
"25776",6,"19AcAm43.1.1","19AcGLBFCO3.1.1",0.756948289225999,"metapop"
"25786",6,"19AcAm43.1.1","11LoS15_1",0.786307519640853,"metapop"
"25892",6,"19AcAm43.1.1","19AcARN300.2.1",0.786634736001825,"metapop"
"27649",6,"19AcARN300.2.1","19AcGLBFCO3.1.1",0.752517513134851,"metapop"
"27715",6,"19AcARN300.2.1","11LoS15_1",0.885967831392124,"metapop"
"27781",6,"19AcARN300.2.1","19AcAm43.1.1",0.786634736001825,"metapop"
"27803",6,"19AcARN300.2.1","05LoS16R1_16",0.878942692136828,"metapop"
"35859",6,"19AcGLBFCO3.1.1","19AcARN300.2.1",0.752517513134851,"metapop"
"35919",6,"19AcGLBFCO3.1.1","05LoS16R1_16",0.756960932441183,"metapop"
"35998",6,"19AcGLBFCO3.1.1","19AcAm43.1.1",0.756948289225999,"metapop"
"36032",6,"19AcGLBFCO3.1.1","11LoS15_1",0.750889296108656,"metapop"
"2224",6,"05LoS16R1_16","11LoS17_12",0.883563881930073,"species"
"2272",6,"05LoS16R1_16","23",0.86084799278304,"species"
"2275",6,"05LoS16R1_16","19AcARN268.1.1",0.882530795072788,"species"
"2293",6,"05LoS16R1_16","19AcS123.1.1",0.878865122464812,"species"
"7300",6,"11LoS17_12","19AcARN268.1.1",0.888158627603877,"species"
"7333",6,"11LoS17_12","05LoS16R1_16",0.883563881930073,"species"
"7444",6,"11LoS17_12","19AcS123.1.1",0.886879823594267,"species"
"7471",6,"11LoS17_12","23",0.84823331463825,"species"
"26188",6,"19AcARN268.1.1","19AcS123.1.1",0.905998412518426,"species"
"26284",6,"19AcARN268.1.1","11LoS17_12",0.888158627603877,"species"
"26353",6,"19AcARN268.1.1","23",0.852608494921514,"species"
"26370",6,"19AcARN268.1.1","05LoS16R1_16",0.882530795072788,"species"
"47926",6,"19AcS123.1.1","19AcARN268.1.1",0.905998412518426,"species"
"47960",6,"19AcS123.1.1","11LoS17_12",0.886879823594267,"species"
"47961",6,"19AcS123.1.1","05LoS16R1_16",0.878865122464812,"species"
"48080",6,"19AcS123.1.1","23",0.860911270983213,"species"
"56390",6,"23","11LoS17_12",0.84823331463825,"species"
"56603",6,"23","19AcS123.1.1",0.860911270983213,"species"
"56606",6,"23","19AcARN268.1.1",0.852608494921514,"species"
"56616",6,"23","05LoS16R1_16",0.86084799278304,"species"
"3542",7,"05LoS21R6_43","19AcAm40.3.1",0.996720236142998,"all1"
"35841",7,"05LoS21R6_43","19AcGLB198.1.2",0.996720236142998,"all1"
"3673",7,"05LoS21R6_43","19AcS398sp.3.1",0.996720236142998,"all1"
"3692",7,"05LoS21R6_43","CW9",0.998360118071499,"all1"
"29054",7,"19AcAm40.3.1","05LoS21R6_43",0.996720236142998,"all1"
"29192",7,"19AcAm40.3.1","19AcGLB198.1.2",0.996720236142998,"all1"
"292811",7,"19AcAm40.3.1","19AcS398sp.3.1",0.996720236142998,"all1"
"29300",7,"19AcAm40.3.1","CW9",0.998360118071499,"all1"
"401421",7,"19AcGLB198.1.2","05LoS21R6_43",0.996720236142998,"all1"
"40239",7,"19AcGLB198.1.2","19AcAm40.3.1",0.996720236142998,"all1"
"40369",7,"19AcGLB198.1.2","19AcS398sp.3.1",0.996720236142998,"all1"
"40388",7,"19AcGLB198.1.2","CW9",0.998360118071499,"all1"
"63638",7,"19AcS398sp.3.1","05LoS21R6_43",0.996720236142998,"all1"
"637351",7,"19AcS398sp.3.1","19AcAm40.3.1",0.996720236142998,"all1"
"63777",7,"19AcS398sp.3.1","19AcGLB198.1.2",0.996720236142998,"all1"
"63884",7,"19AcS398sp.3.1","CW9",0.998360118071499,"all1"
"68654",7,"CW9","05LoS21R6_43",0.998360118071499,"all1"
"68751",7,"CW9","19AcAm40.3.1",0.998360118071499,"all1"
"68793",7,"CW9","19AcGLB198.1.2",0.998360118071499,"all1"
"68882",7,"CW9","19AcS398sp.3.1",0.998360118071499,"all1"
"310063",7,"19AcAm43.3.1","19AcARN268.1.1",0.996064283371597,"I3"
"31051",7,"19AcAm43.3.1","19AcHe316.1.1",0.995736306985897,"I3"
"310853",7,"19AcAm43.3.1","19AcPa177.2.2",0.995408330600197,"I3"
"311481",7,"19AcAm43.3.1","CW9",0.997048212528698,"I3"
"312703",7,"19AcARN268.1.1","19AcAm43.3.1",0.996064283371597,"I3"
"313157",7,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"I3"
"313493",7,"19AcARN268.1.1","19AcPa177.2.2",0.997376188914398,"I3"
"314122",7,"19AcARN268.1.1","CW9",0.999016070842899,"I3"
"43150",7,"19AcHe316.1.1","19AcAm43.3.1",0.995736306985897,"I3"
"431517",7,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"I3"
"43229",7,"19AcHe316.1.1","19AcPa177.2.2",0.997048212528698,"I3"
"43292",7,"19AcHe316.1.1","CW9",0.998688094457199,"I3"
"521263",7,"19AcPa177.2.2","19AcAm43.3.1",0.995408330600197,"I3"
"521273",7,"19AcPa177.2.2","19AcARN268.1.1",0.997376188914398,"I3"
"52172",7,"19AcPa177.2.2","19AcHe316.1.1",0.997048212528698,"I3"
"522682",7,"19AcPa177.2.2","CW9",0.998360118071499,"I3"
"687581",7,"CW9","19AcAm43.3.1",0.997048212528698,"I3"
"687592",7,"CW9","19AcARN268.1.1",0.999016070842899,"I3"
"68804",7,"CW9","19AcHe316.1.1",0.998688094457199,"I3"
"688382",7,"CW9","19AcPa177.2.2",0.998360118071499,"I3"
"25203",7,"05LoS16R1_16","19AcGLB102.2.2",0.997376188914398,"R3"
"25296",7,"05LoS16R1_16","19AcGLB198.2.2",0.996064283371597,"R3"
"25398",7,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"R3"
"26098",7,"05LoS16R1_16","19AcS312.2.1",0.995736306985897,"R3"
"380262",7,"19AcGLB102.2.2","05LoS16R1_16",0.997376188914398,"R3"
"38169",7,"19AcGLB102.2.2","19AcGLB198.2.2",0.997376188914398,"R3"
"381792",7,"19AcGLB102.2.2","19AcHe316.1.1",0.997704165300098,"R3"
"382492",7,"19AcGLB102.2.2","19AcS312.2.1",0.997048212528698,"R3"
"404024",7,"19AcGLB198.2.2","05LoS16R1_16",0.996064283371597,"R3"
"40537",7,"19AcGLB198.2.2","19AcGLB102.2.2",0.997376188914398,"R3"
"405554",7,"19AcGLB198.2.2","19AcHe316.1.1",0.997048212528698,"R3"
"406255",7,"19AcGLB198.2.2","19AcS312.2.1",0.997048212528698,"R3"
"430428",7,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"R3"
"431772",7,"19AcHe316.1.1","19AcGLB102.2.2",0.997704165300098,"R3"
"431864",7,"19AcHe316.1.1","19AcGLB198.2.2",0.997048212528698,"R3"
"432657",7,"19AcHe316.1.1","19AcS312.2.1",0.996720236142998,"R3"
"615227",7,"19AcS312.2.1","05LoS16R1_16",0.995736306985897,"R3"
"616572",7,"19AcS312.2.1","19AcGLB102.2.2",0.997048212528698,"R3"
"616665",7,"19AcS312.2.1","19AcGLB198.2.2",0.997048212528698,"R3"
"616767",7,"19AcS312.2.1","19AcHe316.1.1",0.996720236142998,"R3"
"6537",7,"11LoS14_2","11LoS14_3",0.739940387481371,"metapop"
"6539",7,"11LoS14_2","19AcAm127.1.1",0.863835856923415,"metapop"
"6620",7,"11LoS14_2","19AcD298.3.1",0.743555928545738,"metapop"
"6743",7,"11LoS14_2","11LoS34_10",0.844244031830239,"metapop"
"6946",7,"11LoS14_3","11LoS14_2",0.739940387481371,"metapop"
"6957",7,"11LoS14_3","19AcD298.3.1",0.732450633489328,"metapop"
"6966",7,"11LoS14_3","19AcAm127.1.1",0.747849800713237,"metapop"
"6969",7,"11LoS14_3","11LoS34_10",0.735500253936008,"metapop"
"10688",7,"11LoS34_10","11LoS14_3",0.735500253936008,"metapop"
"10781",7,"11LoS34_10","19AcAm127.1.1",0.835441714584422,"metapop"
"10820",7,"11LoS34_10","11LoS14_2",0.844244031830239,"metapop"
"10864",7,"11LoS34_10","19AcD298.3.1",0.727934485896269,"metapop"
"15356",7,"19AcAm127.1.1","11LoS14_3",0.747849800713237,"metapop"
"15360",7,"19AcAm127.1.1","11LoS14_2",0.863835856923415,"metapop"
"15409",7,"19AcAm127.1.1","11LoS34_10",0.835441714584422,"metapop"
"15465",7,"19AcAm127.1.1","19AcD298.3.1",0.746374248319774,"metapop"
"31237",7,"19AcD298.3.1","11LoS34_10",0.727934485896269,"metapop"
"31374",7,"19AcD298.3.1","11LoS14_3",0.732450633489328,"metapop"
"31405",7,"19AcD298.3.1","19AcAm127.1.1",0.746374248319774,"metapop"
"31452",7,"19AcD298.3.1","11LoS14_2",0.743555928545738,"metapop"
"13628",7,"13LoS16_4","19AcAm184.3.1",0.752715216645707,"species"
"13636",7,"13LoS16_4","19AcS313A.1.1",0.756226161094907,"species"
"13661",7,"13LoS16_4","19AcAm127A.1.1",0.759442653155228,"species"
"13706",7,"13LoS16_4","19AcPa283.2.1",0.755144032921811,"species"
"15558",7,"19AcAm127A.1.1","19AcS313A.1.1",0.843433277027027,"species"
"15602",7,"19AcAm127A.1.1","13LoS16_4",0.759442653155228,"species"
"15690",7,"19AcAm127A.1.1","19AcPa283.2.1",0.86374382119063,"species"
"15717",7,"19AcAm127A.1.1","19AcAm184.3.1",0.865018807092961,"species"
"17233",7,"19AcAm184.3.1","13LoS16_4",0.752715216645707,"species"
"17277",7,"19AcAm184.3.1","19AcS313A.1.1",0.858730991085475,"species"
"17386",7,"19AcAm184.3.1","19AcAm127A.1.1",0.865018807092961,"species"
"17407",7,"19AcAm184.3.1","19AcPa283.2.1",0.856121250933931,"species"
"46015",7,"19AcPa283.2.1","19AcAm184.3.1",0.856121250933931,"species"
"46020",7,"19AcPa283.2.1","19AcS313A.1.1",0.837248322147651,"species"
"46022",7,"19AcPa283.2.1","19AcAm127A.1.1",0.86374382119063,"species"
"46033",7,"19AcPa283.2.1","13LoS16_4",0.755144032921811,"species"
