"","isolate1","isolate2","ani","haplotype","sample"
"55569","19AcS312.2.1","19AcS183.3.1",99.6293,"K1_R1_I1_G1",6
"55583","19AcS312.2.1","19AcS136.2.1",99.5826,"K1_R1_I1_G1",6
"1253","05LoS16R1_16","19AcS312.2.1",99.7413,"K1_R3_I1_G1",6
"1280","05LoS16R1_16","19AcARN268.1.1",99.6017,"K1_R3_I1_G1",6
"1308","05LoS16R1_16","19AcGLB102.2.2",99.5117,"K1_R3_I1_G1",6
"1345","05LoS16R1_16","19AcHe316.1.1",99.3914,"K1_R3_I1_G1",6
"18680","19AcARN268.1.1","19AcS312.2.1",99.6476,"K1_R3_I1_G1",6
"18686","19AcARN268.1.1","05LoS16R1_16",99.6038,"K1_R3_I1_G1",6
"18726","19AcARN268.1.1","19AcGLB102.2.2",99.427,"K1_R3_I1_G1",6
"18795","19AcARN268.1.1","19AcHe316.1.1",99.1428,"K1_R3_I1_G1",6
"33923","19AcGLB102.2.2","19AcS312.2.1",99.6568,"K1_R3_I1_G1",6
"33962","19AcGLB102.2.2","05LoS16R1_16",99.509,"K1_R3_I1_G1",6
"33973","19AcGLB102.2.2","19AcARN268.1.1",99.4293,"K1_R3_I1_G1",6
"33990","19AcGLB102.2.2","19AcHe316.1.1",99.1837,"K1_R3_I1_G1",6
"38366","19AcHe316.1.1","19AcS312.2.1",99.4145,"K1_R3_I1_G1",6
"38374","19AcHe316.1.1","05LoS16R1_16",99.39,"K1_R3_I1_G1",6
"38422","19AcHe316.1.1","19AcGLB102.2.2",99.1743,"K1_R3_I1_G1",6
"38433","19AcHe316.1.1","19AcARN268.1.1",99.1436,"K1_R3_I1_G1",6
"55550","19AcS312.2.1","05LoS16R1_16",99.7376,"K1_R3_I1_G1",6
"55566","19AcS312.2.1","19AcGLB102.2.2",99.6541,"K1_R3_I1_G1",6
"55567","19AcS312.2.1","19AcARN268.1.1",99.6509,"K1_R3_I1_G1",6
"55633","19AcS312.2.1","19AcHe316.1.1",99.4208,"K1_R3_I1_G1",6
"1275","05LoS16R1_16","19AcAm43.3.1",99.6448,"K1_R1_I3_G1",6
"1279","05LoS16R1_16","19AcARN300.2.1",99.6033,"K1_R1_I3_G1",6
"12801","05LoS16R1_16","19AcARN268.1.1",99.6017,"K1_R1_I3_G1",6
"13451","05LoS16R1_16","19AcHe316.1.1",99.3914,"K1_R1_I3_G1",6
"186861","19AcARN268.1.1","05LoS16R1_16",99.6038,"K1_R1_I3_G1",6
"18725","19AcARN268.1.1","19AcAm43.3.1",99.4292,"K1_R1_I3_G1",6
"18733","19AcARN268.1.1","19AcARN300.2.1",99.4005,"K1_R1_I3_G1",6
"187951","19AcARN268.1.1","19AcHe316.1.1",99.1428,"K1_R1_I3_G1",6
"20235","19AcARN300.2.1","05LoS16R1_16",99.6015,"K1_R1_I3_G1",6
"20244","19AcARN300.2.1","19AcAm43.3.1",99.5375,"K1_R1_I3_G1",6
"20279","19AcARN300.2.1","19AcARN268.1.1",99.3987,"K1_R1_I3_G1",6
"20295","19AcARN300.2.1","19AcHe316.1.1",99.2066,"K1_R1_I3_G1",6
"29666","19AcAm43.3.1","05LoS16R1_16",99.6415,"K1_R1_I3_G1",6
"29696","19AcAm43.3.1","19AcARN300.2.1",99.5292,"K1_R1_I3_G1",6
"29737","19AcAm43.3.1","19AcARN268.1.1",99.4329,"K1_R1_I3_G1",6
"29749","19AcAm43.3.1","19AcHe316.1.1",99.3433,"K1_R1_I3_G1",6
"383741","19AcHe316.1.1","05LoS16R1_16",99.39,"K1_R1_I3_G1",6
"383831","19AcHe316.1.1","19AcAm43.3.1",99.3521,"K1_R1_I3_G1",6
"38409","19AcHe316.1.1","19AcARN300.2.1",99.2042,"K1_R1_I3_G1",6
"384331","19AcHe316.1.1","19AcARN268.1.1",99.1436,"K1_R1_I3_G1",6
"4698","05LoS3_1","19AcS398Asp.2.1",99.6443,"K1_R1_I1_G1",7
"4727","05LoS3_1","11LoS28_6",99.6159,"K1_R1_I1_G1",7
"4756","05LoS3_1","19AcPa177.2.2",99.5729,"K1_R1_I1_G1",7
"4803","05LoS3_1","19AcHe316.1.1",99.3847,"K1_R1_I1_G1",7
"9657","11LoS28_6","19AcS398Asp.2.1",99.6699,"K1_R1_I1_G1",7
"9659","11LoS28_6","19AcPa177.2.2",99.6632,"K1_R1_I1_G1",7
"9672","11LoS28_6","05LoS3_1",99.611,"K1_R1_I1_G1",7
"9704","11LoS28_6","19AcHe316.1.1",99.4783,"K1_R1_I1_G1",7
"37926","19AcHe316.1.1","19AcS398Asp.2.1",99.5199,"K1_R1_I1_G1",7
"37943","19AcHe316.1.1","11LoS28_6",99.4842,"K1_R1_I1_G1",7
"37968","19AcHe316.1.1","19AcPa177.2.2",99.4355,"K1_R1_I1_G1",7
"37989","19AcHe316.1.1","05LoS3_1",99.3915,"K1_R1_I1_G1",7
"45292","19AcPa177.2.2","19AcS398Asp.2.1",99.6725,"K1_R1_I1_G1",7
"45296","19AcPa177.2.2","11LoS28_6",99.6601,"K1_R1_I1_G1",7
"45345","19AcPa177.2.2","05LoS3_1",99.5767,"K1_R1_I1_G1",7
"45384","19AcPa177.2.2","19AcHe316.1.1",99.4336,"K1_R1_I1_G1",7
"55649","19AcS398Asp.2.1","19AcPa177.2.2",99.6774,"K1_R1_I1_G1",7
"55652","19AcS398Asp.2.1","11LoS28_6",99.6734,"K1_R1_I1_G1",7
"55663","19AcS398Asp.2.1","05LoS3_1",99.6408,"K1_R1_I1_G1",7
"55702","19AcS398Asp.2.1","19AcHe316.1.1",99.5119,"K1_R1_I1_G1",7
"1760","05LoS16R1_16","19AcGLB198.2.2",99.6046,"K1_R3_I1_G1",7
"1768","05LoS16R1_16","19AcGLB102.2.2",99.5871,"K1_R3_I1_G1",7
"1798","05LoS16R1_16","19AcARN268.1.1",99.4969,"K1_R3_I1_G1",7
"1841","05LoS16R1_16","19AcS312.2.1",99.4134,"K1_R3_I1_G1",7
"18751","19AcARN268.1.1","19AcGLB198.2.2",99.7083,"K1_R3_I1_G1",7
"18762","19AcARN268.1.1","19AcGLB102.2.2",99.6852,"K1_R3_I1_G1",7
"18788","19AcARN268.1.1","19AcS312.2.1",99.6129,"K1_R3_I1_G1",7
"18799","19AcARN268.1.1","05LoS16R1_16",99.5031,"K1_R3_I1_G1",7
"33241","19AcGLB102.2.2","19AcS312.2.1",99.7938,"K1_R3_I1_G1",7
"33243","19AcGLB102.2.2","19AcGLB198.2.2",99.7915,"K1_R3_I1_G1",7
"33273","19AcGLB102.2.2","19AcARN268.1.1",99.6868,"K1_R3_I1_G1",7
"33301","19AcGLB102.2.2","05LoS16R1_16",99.5853,"K1_R3_I1_G1",7
"35436","19AcGLB198.2.2","19AcGLB102.2.2",99.7896,"K1_R3_I1_G1",7
"35461","19AcGLB198.2.2","19AcARN268.1.1",99.7101,"K1_R3_I1_G1",7
"35465","19AcGLB198.2.2","19AcS312.2.1",99.6699,"K1_R3_I1_G1",7
"35495","19AcGLB198.2.2","05LoS16R1_16",99.6085,"K1_R3_I1_G1",7
"53878","19AcS312.2.1","19AcGLB102.2.2",99.7974,"K1_R3_I1_G1",7
"53917","19AcS312.2.1","19AcGLB198.2.2",99.6718,"K1_R3_I1_G1",7
"53930","19AcS312.2.1","19AcARN268.1.1",99.6147,"K1_R3_I1_G1",7
"53991","19AcS312.2.1","05LoS16R1_16",99.4192,"K1_R3_I1_G1",7
"46801","05LoS3_1","19AcARN268.1.1",99.7014,"K1_R1_I3_G1",7
"4696","05LoS3_1","19AcAm43.3.1",99.6476,"K1_R1_I3_G1",7
"47561","05LoS3_1","19AcPa177.2.2",99.5729,"K1_R1_I3_G1",7
"48031","05LoS3_1","19AcHe316.1.1",99.3847,"K1_R1_I3_G1",7
"18750","19AcARN268.1.1","19AcPa177.2.2",99.7099,"K1_R1_I3_G1",7
"18753","19AcARN268.1.1","05LoS3_1",99.7035,"K1_R1_I3_G1",7
"18773","19AcARN268.1.1","19AcAm43.3.1",99.6747,"K1_R1_I3_G1",7
"18813","19AcARN268.1.1","19AcHe316.1.1",99.4598,"K1_R1_I3_G1",7
"29566","19AcAm43.3.1","19AcARN268.1.1",99.6786,"K1_R1_I3_G1",7
"29578","19AcAm43.3.1","05LoS3_1",99.646,"K1_R1_I3_G1",7
"29580","19AcAm43.3.1","19AcHe316.1.1",99.6363,"K1_R1_I3_G1",7
"29603","19AcAm43.3.1","19AcPa177.2.2",99.5987,"K1_R1_I3_G1",7
"37904","19AcHe316.1.1","19AcAm43.3.1",99.6387,"K1_R1_I3_G1",7
"37954","19AcHe316.1.1","19AcARN268.1.1",99.4672,"K1_R1_I3_G1",7
"379681","19AcHe316.1.1","19AcPa177.2.2",99.4355,"K1_R1_I3_G1",7
"379891","19AcHe316.1.1","05LoS3_1",99.3915,"K1_R1_I3_G1",7
"45282","19AcPa177.2.2","19AcARN268.1.1",99.7038,"K1_R1_I3_G1",7
"45332","19AcPa177.2.2","19AcAm43.3.1",99.596,"K1_R1_I3_G1",7
"453451","19AcPa177.2.2","05LoS3_1",99.5767,"K1_R1_I3_G1",7
"453841","19AcPa177.2.2","19AcHe316.1.1",99.4336,"K1_R1_I3_G1",7
"21056","19AcAm129.2.1","19AcS312.3.1",99.9859,"K1_R1_I1_G1",8
"21093","19AcAm129.2.1","19AcHe317.2.1",99.5735,"K1_R1_I1_G1",8
"21123","19AcAm129.2.1","19AcS183.3.1",99.5091,"K1_R1_I1_G1",8
"36115","19AcHe317.2.1","19AcS183.3.1",99.6038,"K1_R1_I1_G1",8
"36122","19AcHe317.2.1","19AcS312.3.1",99.5794,"K1_R1_I1_G1",8
"36123","19AcHe317.2.1","19AcAm129.2.1",99.5766,"K1_R1_I1_G1",8
"48904","19AcS183.3.1","19AcHe317.2.1",99.6477,"K1_R1_I1_G1",8
"48965","19AcS183.3.1","19AcAm129.2.1",99.5109,"K1_R1_I1_G1",8
"48966","19AcS183.3.1","19AcS312.3.1",99.5093,"K1_R1_I1_G1",8
"52032","19AcS312.3.1","19AcAm129.2.1",99.9858,"K1_R1_I1_G1",8
"52070","19AcS312.3.1","19AcHe317.2.1",99.5762,"K1_R1_I1_G1",8
"52099","19AcS312.3.1","19AcS183.3.1",99.5102,"K1_R1_I1_G1",8
"18199","19AcARN268.1.1","19AcGLB198.2.2",99.5019,"K1_R3_I1_G1",8
"18203","19AcARN268.1.1","19AcGLB102.2.2",99.4919,"K1_R3_I1_G1",8
"18221","19AcARN268.1.1","19AcS312.2.1",99.464,"K1_R3_I1_G1",8
"18238","19AcARN268.1.1","19AcHe316.1.1",99.4231,"K1_R3_I1_G1",8
"31983","19AcGLB102.2.2","19AcS312.2.1",99.6473,"K1_R3_I1_G1",8
"31987","19AcGLB102.2.2","19AcGLB198.2.2",99.6433,"K1_R3_I1_G1",8
"32005","19AcGLB102.2.2","19AcHe316.1.1",99.5717,"K1_R3_I1_G1",8
"32051","19AcGLB102.2.2","19AcARN268.1.1",99.4084,"K1_R3_I1_G1",8
"33671","19AcGLB198.2.2","19AcGLB102.2.2",99.6441,"K1_R3_I1_G1",8
"33685","19AcGLB198.2.2","19AcS312.2.1",99.5957,"K1_R3_I1_G1",8
"33723","19AcGLB198.2.2","19AcHe316.1.1",99.5368,"K1_R3_I1_G1",8
"33733","19AcGLB198.2.2","19AcARN268.1.1",99.5046,"K1_R3_I1_G1",8
"35844","19AcHe316.1.1","19AcGLB102.2.2",99.5724,"K1_R3_I1_G1",8
"35845","19AcHe316.1.1","19AcS312.2.1",99.5719,"K1_R3_I1_G1",8
"35856","19AcHe316.1.1","19AcGLB198.2.2",99.5315,"K1_R3_I1_G1",8
"35903","19AcHe316.1.1","19AcARN268.1.1",99.4278,"K1_R3_I1_G1",8
"51826","19AcS312.2.1","19AcGLB102.2.2",99.6415,"K1_R3_I1_G1",8
"51855","19AcS312.2.1","19AcGLB198.2.2",99.5976,"K1_R3_I1_G1",8
"51862","19AcS312.2.1","19AcHe316.1.1",99.5752,"K1_R3_I1_G1",8
"51892","19AcS312.2.1","19AcARN268.1.1",99.468,"K1_R3_I1_G1",8
"1724","05LoS16R1_16","05LoS3_1",99.6584,"K1_R1_I3_G1",8
"1730","05LoS16R1_16","19AcHe316.1.1",99.6397,"K1_R1_I3_G1",8
"1767","05LoS16R1_16","19AcARN268.1.1",99.5595,"K1_R1_I3_G1",8
"1820","05LoS16R1_16","19AcPa177.2.2",98.979,"K1_R1_I3_G1",8
"4635","05LoS3_1","05LoS16R1_16",99.6542,"K1_R1_I3_G1",8
"4684","05LoS3_1","19AcARN268.1.1",99.5327,"K1_R1_I3_G1",8
"4699","05LoS3_1","19AcHe316.1.1",99.4754,"K1_R1_I3_G1",8
"4725","05LoS3_1","19AcPa177.2.2",99.0298,"K1_R1_I3_G1",8
"181551","19AcARN268.1.1","05LoS3_1",99.6312,"K1_R1_I3_G1",8
"18215","19AcARN268.1.1","05LoS16R1_16",99.4734,"K1_R1_I3_G1",8
"182381","19AcARN268.1.1","19AcHe316.1.1",99.4231,"K1_R1_I3_G1",8
"18276","19AcARN268.1.1","19AcPa177.2.2",99.0384,"K1_R1_I3_G1",8
"35827","19AcHe316.1.1","05LoS16R1_16",99.6407,"K1_R1_I3_G1",8
"35876","19AcHe316.1.1","05LoS3_1",99.487,"K1_R1_I3_G1",8
"359031","19AcHe316.1.1","19AcARN268.1.1",99.4278,"K1_R1_I3_G1",8
"35943","19AcHe316.1.1","19AcPa177.2.2",98.8672,"K1_R1_I3_G1",8
"43361","19AcPa177.2.2","19AcARN268.1.1",99.0435,"K1_R1_I3_G1",8
"43367","19AcPa177.2.2","05LoS3_1",99.0364,"K1_R1_I3_G1",8
"43387","19AcPa177.2.2","05LoS16R1_16",98.986,"K1_R1_I3_G1",8
"43434","19AcPa177.2.2","19AcHe316.1.1",98.8852,"K1_R1_I3_G1",8
"1678","05LoS16R1_16","05LoS3_1",99.6505,"K1_R1_I1_G1",9
"16993","05LoS16R1_16","19AcHe316.1.1",99.4901,"K1_R1_I1_G1",9
"1728","05LoS16R1_16","19AcAm209.1.1",99.2831,"K1_R1_I1_G1",9
"17871","05LoS16R1_16","11LoS28_6",98.7839,"K1_R1_I1_G1",9
"4546","05LoS3_1","05LoS16R1_16",99.646,"K1_R1_I1_G1",9
"4597","05LoS3_1","19AcHe316.1.1",99.3597,"K1_R1_I1_G1",9
"4607","05LoS3_1","19AcAm209.1.1",99.2178,"K1_R1_I1_G1",9
"46641","05LoS3_1","11LoS28_6",98.7723,"K1_R1_I1_G1",9
"9429","11LoS28_6","19AcAm209.1.1",98.928,"K1_R1_I1_G1",9
"9440","11LoS28_6","05LoS16R1_16",98.7838,"K1_R1_I1_G1",9
"9441","11LoS28_6","05LoS3_1",98.7765,"K1_R1_I1_G1",9
"9444","11LoS28_6","19AcHe316.1.1",98.7382,"K1_R1_I1_G1",9
"24426","19AcAm209.1.1","05LoS16R1_16",99.2781,"K1_R1_I1_G1",9
"24429","19AcAm209.1.1","19AcHe316.1.1",99.2494,"K1_R1_I1_G1",9
"24435","19AcAm209.1.1","05LoS3_1",99.2239,"K1_R1_I1_G1",9
"24455","19AcAm209.1.1","11LoS28_6",98.9719,"K1_R1_I1_G1",9
"35392","19AcHe316.1.1","05LoS16R1_16",99.4921,"K1_R1_I1_G1",9
"35421","19AcHe316.1.1","05LoS3_1",99.3662,"K1_R1_I1_G1",9
"35437","19AcHe316.1.1","19AcAm209.1.1",99.2489,"K1_R1_I1_G1",9
"35493","19AcHe316.1.1","11LoS28_6",98.7406,"K1_R1_I1_G1",9
"169911","05LoS16R1_16","19AcHe316.1.1",99.4901,"K1_R3_I1_G1",9
"1723","05LoS16R1_16","19AcARN268.1.1",99.3286,"K1_R3_I1_G1",9
"1737","05LoS16R1_16","19AcGLB198.2.2",99.1962,"K1_R3_I1_G1",9
"17681","05LoS16R1_16","19AcS312.2.1",98.9182,"K1_R3_I1_G1",9
"17978","19AcARN268.1.1","19AcGLB198.2.2",99.3855,"K1_R3_I1_G1",9
"17987","19AcARN268.1.1","05LoS16R1_16",99.3258,"K1_R3_I1_G1",9
"17995","19AcARN268.1.1","19AcHe316.1.1",99.2265,"K1_R3_I1_G1",9
"18026","19AcARN268.1.1","19AcS312.2.1",98.9333,"K1_R3_I1_G1",9
"33719","19AcGLB198.2.2","19AcARN268.1.1",99.386,"K1_R3_I1_G1",9
"33742","19AcGLB198.2.2","19AcHe316.1.1",99.2177,"K1_R3_I1_G1",9
"33747","19AcGLB198.2.2","05LoS16R1_16",99.1946,"K1_R3_I1_G1",9
"33771","19AcGLB198.2.2","19AcS312.2.1",98.8852,"K1_R3_I1_G1",9
"353921","19AcHe316.1.1","05LoS16R1_16",99.4921,"K1_R3_I1_G1",9
"35440","19AcHe316.1.1","19AcARN268.1.1",99.2238,"K1_R3_I1_G1",9
"35441","19AcHe316.1.1","19AcGLB198.2.2",99.2226,"K1_R3_I1_G1",9
"35490","19AcHe316.1.1","19AcS312.2.1",98.7737,"K1_R3_I1_G1",9
"51255","19AcS312.2.1","19AcARN268.1.1",98.9158,"K1_R3_I1_G1",9
"51256","19AcS312.2.1","05LoS16R1_16",98.9128,"K1_R3_I1_G1",9
"51257","19AcS312.2.1","19AcGLB198.2.2",98.8771,"K1_R3_I1_G1",9
"51263","19AcS312.2.1","19AcHe316.1.1",98.792,"K1_R3_I1_G1",9
"16781","05LoS16R1_16","05LoS3_1",99.6505,"K1_R1_I3_G1",9
"16941","05LoS16R1_16","19AcAm43.3.1",99.5264,"K1_R1_I3_G1",9
"16992","05LoS16R1_16","19AcHe316.1.1",99.4901,"K1_R1_I3_G1",9
"1718","05LoS16R1_16","19AcPa177.2.2",99.3701,"K1_R1_I3_G1",9
"4545","05LoS3_1","19AcAm43.3.1",99.668,"K1_R1_I3_G1",9
"45461","05LoS3_1","05LoS16R1_16",99.646,"K1_R1_I3_G1",9
"45971","05LoS3_1","19AcHe316.1.1",99.3597,"K1_R1_I3_G1",9
"4598","05LoS3_1","19AcPa177.2.2",99.3545,"K1_R1_I3_G1",9
"27733","19AcAm43.3.1","05LoS3_1",99.6674,"K1_R1_I3_G1",9
"27758","19AcAm43.3.1","19AcHe316.1.1",99.5352,"K1_R1_I3_G1",9
"27760","19AcAm43.3.1","05LoS16R1_16",99.5225,"K1_R1_I3_G1",9
"27778","19AcAm43.3.1","19AcPa177.2.2",99.4726,"K1_R1_I3_G1",9
"35388","19AcHe316.1.1","19AcAm43.3.1",99.5341,"K1_R1_I3_G1",9
"353922","19AcHe316.1.1","05LoS16R1_16",99.4921,"K1_R1_I3_G1",9
"354211","19AcHe316.1.1","05LoS3_1",99.3662,"K1_R1_I3_G1",9
"35427","19AcHe316.1.1","19AcPa177.2.2",99.3244,"K1_R1_I3_G1",9
"42814","19AcPa177.2.2","19AcAm43.3.1",99.4724,"K1_R1_I3_G1",9
"42823","19AcPa177.2.2","05LoS16R1_16",99.3702,"K1_R1_I3_G1",9
"42826","19AcPa177.2.2","05LoS3_1",99.3602,"K1_R1_I3_G1",9
"42831","19AcPa177.2.2","19AcHe316.1.1",99.3274,"K1_R1_I3_G1",9
"4940","05LoS8_14","19AcAm129.2.1",99.8149,"K1_R1_I1_G1",10
"4988","05LoS8_14","19AcS398Asp.2.1",99.5948,"K1_R1_I1_G1",10
"5017","05LoS8_14","19AcS136.2.1",99.5304,"K1_R1_I1_G1",10
"5037","05LoS8_14","19AcS311.1.1",99.4439,"K1_R1_I1_G1",10
"20926","19AcAm129.2.1","05LoS8_14",99.8086,"K1_R1_I1_G1",10
"20944","19AcAm129.2.1","19AcS136.2.1",99.723,"K1_R1_I1_G1",10
"20970","19AcAm129.2.1","19AcS398Asp.2.1",99.6441,"K1_R1_I1_G1",10
"21007","19AcAm129.2.1","19AcS311.1.1",99.4428,"K1_R1_I1_G1",10
"44434","19AcS136.2.1","19AcAm129.2.1",99.7218,"K1_R1_I1_G1",10
"44441","19AcS136.2.1","19AcS398Asp.2.1",99.7042,"K1_R1_I1_G1",10
"44497","19AcS136.2.1","05LoS8_14",99.5185,"K1_R1_I1_G1",10
"44535","19AcS136.2.1","19AcS311.1.1",99.3415,"K1_R1_I1_G1",10
"48914","19AcS311.1.1","05LoS8_14",99.4459,"K1_R1_I1_G1",10
"48915","19AcS311.1.1","19AcAm129.2.1",99.4414,"K1_R1_I1_G1",10
"48964","19AcS311.1.1","19AcS136.2.1",99.3411,"K1_R1_I1_G1",10
"48978","19AcS311.1.1","19AcS398Asp.2.1",99.3092,"K1_R1_I1_G1",10
"50785","19AcS398Asp.2.1","19AcS136.2.1",99.7053,"K1_R1_I1_G1",10
"50816","19AcS398Asp.2.1","19AcAm129.2.1",99.645,"K1_R1_I1_G1",10
"50831","19AcS398Asp.2.1","05LoS8_14",99.5921,"K1_R1_I1_G1",10
"50892","19AcS398Asp.2.1","19AcS311.1.1",99.3093,"K1_R1_I1_G1",10
"1707","05LoS16R1_16","19AcHe316.1.1",99.5148,"K1_R3_I1_G1",10
"1720","05LoS16R1_16","19AcGLB102.2.2",99.4975,"K1_R3_I1_G1",10
"1741","05LoS16R1_16","19AcGLB198.2.2",99.4329,"K1_R3_I1_G1",10
"30152","19AcGLB102.2.2","19AcHe316.1.1",99.5846,"K1_R3_I1_G1",10
"30168","19AcGLB102.2.2","05LoS16R1_16",99.502,"K1_R3_I1_G1",10
"30169","19AcGLB102.2.2","19AcGLB198.2.2",99.5018,"K1_R3_I1_G1",10
"31976","19AcGLB198.2.2","19AcHe316.1.1",99.6063,"K1_R3_I1_G1",10
"32031","19AcGLB198.2.2","19AcGLB102.2.2",99.505,"K1_R3_I1_G1",10
"32044","19AcGLB198.2.2","05LoS16R1_16",99.4314,"K1_R3_I1_G1",10
"34118","19AcHe316.1.1","19AcGLB198.2.2",99.6098,"K1_R3_I1_G1",10
"34137","19AcHe316.1.1","19AcGLB102.2.2",99.5825,"K1_R3_I1_G1",10
"34165","19AcHe316.1.1","05LoS16R1_16",99.5131,"K1_R3_I1_G1",10
"1677","05LoS16R1_16","19AcARN300.2.1",99.5779,"K1_R1_I3_G1",10
"1684","05LoS16R1_16","19AcPa177.2.2",99.5623,"K1_R1_I3_G1",10
"17071","05LoS16R1_16","19AcHe316.1.1",99.5148,"K1_R1_I3_G1",10
"17671","05LoS16R1_16","19AcAm43.3.1",99.3324,"K1_R1_I3_G1",10
"18815","19AcARN300.2.1","19AcHe316.1.1",99.779,"K1_R1_I3_G1",10
"18837","19AcARN300.2.1","19AcAm43.3.1",99.6815,"K1_R1_I3_G1",10
"18892","19AcARN300.2.1","05LoS16R1_16",99.585,"K1_R1_I3_G1",10
"18927","19AcARN300.2.1","19AcPa177.2.2",99.4662,"K1_R1_I3_G1",10
"26580","19AcAm43.3.1","19AcARN300.2.1",99.6777,"K1_R1_I3_G1",10
"26619","19AcAm43.3.1","19AcHe316.1.1",99.5721,"K1_R1_I3_G1",10
"26676","19AcAm43.3.1","05LoS16R1_16",99.3291,"K1_R1_I3_G1",10
"26679","19AcAm43.3.1","19AcPa177.2.2",99.2878,"K1_R1_I3_G1",10
"34078","19AcHe316.1.1","19AcARN300.2.1",99.771,"K1_R1_I3_G1",10
"34143","19AcHe316.1.1","19AcAm43.3.1",99.5699,"K1_R1_I3_G1",10
"341651","19AcHe316.1.1","05LoS16R1_16",99.5131,"K1_R1_I3_G1",10
"34207","19AcHe316.1.1","19AcPa177.2.2",99.3183,"K1_R1_I3_G1",10
"41374","19AcPa177.2.2","05LoS16R1_16",99.5694,"K1_R1_I3_G1",10
"41398","19AcPa177.2.2","19AcARN300.2.1",99.4607,"K1_R1_I3_G1",10
"41458","19AcPa177.2.2","19AcHe316.1.1",99.3196,"K1_R1_I3_G1",10
"41474","19AcPa177.2.2","19AcAm43.3.1",99.2872,"K1_R1_I3_G1",10
"16897","19AcARN268.1.1","19AcHe317.2.1",99.3506,"K1_R1_I1_G1",11
"16935","19AcARN268.1.1","19AcAm128.2.1",99.2212,"K1_R1_I1_G1",11
"19960","19AcAm128.2.1","19AcHe317.2.1",99.4482,"K1_R1_I1_G1",11
"19997","19AcAm128.2.1","19AcARN268.1.1",99.2291,"K1_R1_I1_G1",11
"35327","19AcHe317.2.1","19AcAm128.2.1",99.4548,"K1_R1_I1_G1",11
"35346","19AcHe317.2.1","19AcARN268.1.1",99.3616,"K1_R1_I1_G1",11
"1670","05LoS16R1_16","19AcS312.2.1",99.5777,"K1_R3_I1_G1",11
"1719","05LoS16R1_16","19AcARN268.1.1",99.3721,"K1_R3_I1_G1",11
"1748","05LoS16R1_16","19AcGLB198.2.2",99.2694,"K1_R3_I1_G1",11
"16883","19AcARN268.1.1","19AcGLB198.2.2",99.384,"K1_R3_I1_G1",11
"16888","19AcARN268.1.1","05LoS16R1_16",99.3745,"K1_R3_I1_G1",11
"16901","19AcARN268.1.1","19AcS312.2.1",99.3125,"K1_R3_I1_G1",11
"32982","19AcGLB198.2.2","19AcS312.2.1",99.4156,"K1_R3_I1_G1",11
"32994","19AcGLB198.2.2","19AcARN268.1.1",99.3795,"K1_R3_I1_G1",11
"33034","19AcGLB198.2.2","05LoS16R1_16",99.2769,"K1_R3_I1_G1",11
"49792","19AcS312.2.1","05LoS16R1_16",99.5744,"K1_R3_I1_G1",11
"49836","19AcS312.2.1","19AcGLB198.2.2",99.4088,"K1_R3_I1_G1",11
"49865","19AcS312.2.1","19AcARN268.1.1",99.3031,"K1_R3_I1_G1",11
"1742","05LoS16R1_16","19AcAm43.3.1",99.2739,"K1_R1_I3_G1",11
"27119","19AcAm43.3.1","05LoS16R1_16",99.2791,"K1_R1_I3_G1",11
"21536","19AcAm184.3.1","19AcS312.3.1",99.3798,"K1_R1_I1_G1",12
"21538","19AcAm184.3.1","19AcS398sp.3.1",99.3635,"K1_R1_I1_G1",12
"21567","19AcAm184.3.1","19AcAm211.3.1",99.131,"K1_R1_I1_G1",12
"24805","19AcAm211.3.1","19AcS312.3.1",99.3166,"K1_R1_I1_G1",12
"24833","19AcAm211.3.1","19AcS398sp.3.1",99.1734,"K1_R1_I1_G1",12
"24871","19AcAm211.3.1","19AcAm184.3.1",99.0399,"K1_R1_I1_G1",12
"49562","19AcS312.3.1","19AcS398sp.3.1",99.834,"K1_R1_I1_G1",12
"49621","19AcS312.3.1","19AcAm184.3.1",99.3845,"K1_R1_I1_G1",12
"49626","19AcS312.3.1","19AcAm211.3.1",99.3458,"K1_R1_I1_G1",12
"50980","19AcS398sp.3.1","19AcS312.3.1",99.8352,"K1_R1_I1_G1",12
"51041","19AcS398sp.3.1","19AcAm184.3.1",99.3654,"K1_R1_I1_G1",12
"51065","19AcS398sp.3.1","19AcAm211.3.1",99.2249,"K1_R1_I1_G1",12
"1665","05LoS16R1_16","19AcGLB102.2.2",99.6329,"K1_R3_I1_G1",12
"1702","05LoS16R1_16","19AcARN268.1.1",99.482,"K1_R3_I1_G1",12
"1722","05LoS16R1_16","19AcHe316.1.1",99.3243,"K1_R3_I1_G1",12
"1761","05LoS16R1_16","19AcGLB198.2.2",99.0952,"K1_R3_I1_G1",12
"17491","19AcARN268.1.1","05LoS16R1_16",99.4817,"K1_R3_I1_G1",12
"17494","19AcARN268.1.1","19AcGLB102.2.2",99.4763,"K1_R3_I1_G1",12
"17541","19AcARN268.1.1","19AcHe316.1.1",99.2018,"K1_R3_I1_G1",12
"17573","19AcARN268.1.1","19AcGLB198.2.2",98.9567,"K1_R3_I1_G1",12
"31647","19AcGLB102.2.2","05LoS16R1_16",99.6337,"K1_R3_I1_G1",12
"31674","19AcGLB102.2.2","19AcARN268.1.1",99.4721,"K1_R3_I1_G1",12
"31697","19AcGLB102.2.2","19AcHe316.1.1",99.3399,"K1_R3_I1_G1",12
