"","isolate1","isolate2","ani","population","sample"
"4973","09LoS36_1","11LoS31_5",85.0891,"metapop",11
"9979","11LoS31_5","19AcNV336.2.1",85.362,"metapop",11
"10057","11LoS31_5","09LoS36_1",84.1177,"metapop",11
"10109","11LoS31_5","19AcS136.2.1",83.9578,"metapop",11
"10110","11LoS31_5","05LoS22_10",83.9578,"metapop",11
"38252","19AcNV336.2.1","05LoS22_10",92.5465,"metapop",11
"38274","19AcNV336.2.1","19AcS136.2.1",92.5262,"metapop",11
"38292","19AcNV336.2.1","09LoS36_1",92.4918,"metapop",11
"38392","19AcNV336.2.1","11LoS31_5",85.1777,"metapop",11
"45554","19AcS136.2.1","09LoS36_1",99.61,"metapop",11
"45573","19AcS136.2.1","05LoS22_10",99.4195,"metapop",11
"45671","19AcS136.2.1","19AcNV336.2.1",92.3666,"metapop",11
"45737","19AcS136.2.1","11LoS31_5",84.3901,"metapop",11
"5952","09LoS42_2","19AcS11.1.1",99.5493,"species",11
"5957","09LoS42_2","11LoS18_3",99.5201,"species",11
"6004","09LoS42_2","19AcAm205.2.1",99.1751,"species",11
"6007","09LoS42_2","19AcAm209.1.1",99.1598,"species",11
"7838","11LoS18_3","19AcS11.1.1",99.561,"species",11
"7850","11LoS18_3","09LoS42_2",99.5266,"species",11
"7898","11LoS18_3","19AcAm209.1.1",99.2236,"species",11
"7927","11LoS18_3","19AcAm205.2.1",99.1339,"species",11
"22541","19AcAm205.2.1","19AcAm209.1.1",99.7831,"species",11
"22598","19AcAm205.2.1","19AcS11.1.1",99.316,"species",11
"22623","19AcAm205.2.1","09LoS42_2",99.1717,"species",11
"22636","19AcAm205.2.1","11LoS18_3",99.1328,"species",11
"23712","19AcAm209.1.1","19AcAm205.2.1",99.7821,"species",11
"23796","19AcAm209.1.1","11LoS18_3",99.2121,"species",11
"23802","19AcAm209.1.1","19AcS11.1.1",99.1939,"species",11
"23816","19AcAm209.1.1","09LoS42_2",99.1565,"species",11
"44340","19AcS11.1.1","11LoS18_3",99.555,"species",11
"44345","19AcS11.1.1","09LoS42_2",99.5479,"species",11
"44376","19AcS11.1.1","19AcAm205.2.1",99.3131,"species",11
"44408","19AcS11.1.1","19AcAm209.1.1",99.1919,"species",11
"810","05LoM26.5","19AcS142.2.1",95.4488,"metapop",12
"825","05LoM26.5","19AcAm206.2.1",95.4094,"metapop",12
"834","05LoM26.5","05LoS3_1",95.3536,"metapop",12
"926","05LoM26.5","13LoS70_1",89.1183,"metapop",12
"4322","05LoS3_1","19AcAm206.2.1",98.7213,"metapop",12
"4339","05LoS3_1","19AcS142.2.1",98.6749,"metapop",12
"4377","05LoS3_1","05LoM26.5",95.6135,"metapop",12
"4448","05LoS3_1","13LoS70_1",89.3542,"metapop",12
"14277","13LoS70_1","05LoM26.5",89.5783,"metapop",12
"14326","13LoS70_1","19AcS142.2.1",89.4856,"metapop",12
"14347","13LoS70_1","19AcAm206.2.1",89.4111,"metapop",12
"14379","13LoS70_1","05LoS3_1",89.191,"metapop",12
"23604","19AcAm206.2.1","19AcS142.2.1",99.8157,"metapop",12
"23727","19AcAm206.2.1","05LoS3_1",98.7834,"metapop",12
"23745","19AcAm206.2.1","05LoM26.5",95.3391,"metapop",12
"23798","19AcAm206.2.1","13LoS70_1",89.8368,"metapop",12
"44606","19AcS142.2.1","19AcAm206.2.1",99.9689,"metapop",12
"44731","19AcS142.2.1","05LoS3_1",98.7287,"metapop",12
"44752","19AcS142.2.1","05LoM26.5",95.3618,"metapop",12
"44803","19AcS142.2.1","13LoS70_1",89.8037,"metapop",12
"17486","19AcARN268.1.1","19AcD271.1.1",99.5229,"species",12
"17504","19AcARN268.1.1","CW10",99.4205,"species",12
"17513","19AcARN268.1.1","19AcARN268.3.1",99.4028,"species",12
"17613","19AcARN268.1.1","19AcPa174A.1.2",95.2458,"species",12
"17702","19AcARN268.3.1","19AcD271.1.1",99.8515,"species",12
"17751","19AcARN268.3.1","19AcARN268.1.1",99.4032,"species",12
"17810","19AcARN268.3.1","CW10",99.0177,"species",12
"17855","19AcARN268.3.1","19AcPa174A.1.2",95.0554,"species",12
"28558","19AcD271.1.1","19AcARN268.3.1",99.8524,"species",12
"28580","19AcD271.1.1","19AcARN268.1.1",99.5261,"species",12
"28629","19AcD271.1.1","CW10",99.1772,"species",12
"28711","19AcD271.1.1","19AcPa174A.1.2",95.0866,"species",12
"40179","19AcPa174A.1.2","CW10",95.2255,"species",12
"40236","19AcPa174A.1.2","19AcARN268.1.1",95.045,"species",12
"40244","19AcPa174A.1.2","19AcD271.1.1",95.0324,"species",12
"40246","19AcPa174A.1.2","19AcARN268.3.1",95.0285,"species",12
"53115","CW10","19AcARN268.1.1",99.3706,"species",12
"53163","CW10","19AcD271.1.1",99.1395,"species",12
"53206","CW10","19AcARN268.3.1",98.9958,"species",12
"53237","CW10","19AcPa174A.1.2",95.373,"species",12
"7432","11LoS15_1","19AcD271.1.1",99.3731,"metapop",13
"7494","11LoS15_1","19AcAm185.3.1",99.2117,"metapop",13
"7551","11LoS15_1","19AcPa173.1.1",93.8283,"metapop",13
"7588","11LoS15_1","11LoS31_2",90.6815,"metapop",13
"9526","11LoS31_2","11LoS15_1",90.5965,"metapop",13
"9537","11LoS31_2","19AcPa173.1.1",90.5187,"metapop",13
"9620","11LoS31_2","19AcAm185.3.1",90.1131,"metapop",13
"9624","11LoS31_2","19AcD271.1.1",90.0888,"metapop",13
"21089","19AcAm185.3.1","19AcD271.1.1",99.3735,"metapop",13
"21122","19AcAm185.3.1","11LoS15_1",99.228,"metapop",13
"21180","19AcAm185.3.1","19AcPa173.1.1",94.3298,"metapop",13
"21232","19AcAm185.3.1","11LoS31_2",90.3432,"metapop",13
"26865","19AcD271.1.1","11LoS15_1",99.3804,"metapop",13
"26866","19AcD271.1.1","19AcAm185.3.1",99.3767,"metapop",13
"26955","19AcD271.1.1","19AcPa173.1.1",94.3332,"metapop",13
"26993","19AcD271.1.1","11LoS31_2",90.4471,"metapop",13
"37431","19AcPa173.1.1","19AcAm185.3.1",94.3457,"metapop",13
"37437","19AcPa173.1.1","19AcD271.1.1",94.33,"metapop",13
"37557","19AcPa173.1.1","11LoS15_1",93.8942,"metapop",13
"37639","19AcPa173.1.1","11LoS31_2",90.6092,"metapop",13
"6796","11LoS13_1","CW10",99.2853,"species",13
"6801","11LoS13_1","19AcARN268.1.1",99.2714,"species",13
"6815","11LoS13_1","13LoS98_3",99.1682,"species",13
"6835","11LoS13_1","19AcPa174.3.1",95.9457,"species",13
"15020","13LoS98_3","CW10",99.6975,"species",13
"15047","13LoS98_3","19AcARN268.1.1",99.3059,"species",13
"15084","13LoS98_3","11LoS13_1",99.1623,"species",13
"15151","13LoS98_3","19AcPa174.3.1",95.8677,"species",13
"17168","19AcARN268.1.1","CW10",99.3158,"species",13
"17169","19AcARN268.1.1","13LoS98_3",99.31,"species",13
"17183","19AcARN268.1.1","11LoS13_1",99.2601,"species",13
"17243","19AcARN268.1.1","19AcPa174.3.1",95.7517,"species",13
"38402","19AcPa174.3.1","11LoS13_1",95.9442,"species",13
"38415","19AcPa174.3.1","13LoS98_3",95.9109,"species",13
"38422","19AcPa174.3.1","CW10",95.89,"species",13
"38460","19AcPa174.3.1","19AcARN268.1.1",95.7577,"species",13
"51058","CW10","13LoS98_3",99.696,"species",13
"51097","CW10","19AcARN268.1.1",99.3068,"species",13
"51098","CW10","11LoS13_1",99.2808,"species",13
"51185","CW10","19AcPa174.3.1",95.9431,"species",13
"3045","05LoS1_7","19AcS398Asp.1.1",95.9018,"metapop",14
"3077","05LoS1_7","19AcS183.2.1",95.8823,"metapop",14
"3093","05LoS1_7","11LoS34_6",95.856,"metapop",14
"3125","05LoS1_7","19AcNV332.2.1",92.1492,"metapop",14
"12578","11LoS34_6","19AcS398Asp.1.1",99.6855,"metapop",14
"12613","11LoS34_6","19AcS183.2.1",99.6202,"metapop",14
"12682","11LoS34_6","05LoS1_7",95.9435,"metapop",14
"12726","11LoS34_6","19AcNV332.2.1",91.5922,"metapop",14
"38154","19AcNV332.2.1","05LoS1_7",92.2065,"metapop",14
"38236","19AcNV332.2.1","19AcS398Asp.1.1",91.808,"metapop",14
"38269","19AcNV332.2.1","19AcS183.2.1",91.775,"metapop",14
"38345","19AcNV332.2.1","11LoS34_6",91.627,"metapop",14
"50743","19AcS183.2.1","19AcS398Asp.1.1",99.6221,"metapop",14
"50750","19AcS183.2.1","11LoS34_6",99.6157,"metapop",14
"50812","19AcS183.2.1","05LoS1_7",95.9927,"metapop",14
"50857","19AcS183.2.1","19AcNV332.2.1",91.7436,"metapop",14
"55383","19AcS398Asp.1.1","11LoS34_6",99.6868,"metapop",14
"55428","19AcS398Asp.1.1","19AcS183.2.1",99.6211,"metapop",14
"55490","19AcS398Asp.1.1","05LoS1_7",96.0016,"metapop",14
"55530","19AcS398Asp.1.1","19AcNV332.2.1",91.8439,"metapop",14
"9631","11LoS28_6","19AcS121.1.1",99.7377,"species",14
"9673","11LoS28_6","11LoS34_4",99.6595,"species",14
"9748","11LoS28_6","19AcPa144.1.1",95.6621,"species",14
"9798","11LoS28_6","19AcGLB196.3.1",90.8158,"species",14
"12345","11LoS34_4","11LoS28_6",99.6575,"species",14
"12392","11LoS34_4","19AcS121.1.1",99.5353,"species",14
"12454","11LoS34_4","19AcPa144.1.1",95.605,"species",14
"12498","11LoS34_4","19AcGLB196.3.1",90.8841,"species",14
"33816","19AcGLB196.3.1","11LoS34_4",90.8557,"species",14
"33841","19AcGLB196.3.1","19AcS121.1.1",90.8195,"species",14
"33862","19AcGLB196.3.1","11LoS28_6",90.8046,"species",14
"33894","19AcGLB196.3.1","19AcPa144.1.1",90.6579,"species",14
"41149","19AcPa144.1.1","11LoS28_6",95.3504,"species",14
"41190","19AcPa144.1.1","19AcS121.1.1",95.2997,"species",14
"41244","19AcPa144.1.1","11LoS34_4",95.2164,"species",14
"41281","19AcPa144.1.1","19AcGLB196.3.1",90.7819,"species",14
"47991","19AcS121.1.1","11LoS28_6",99.7405,"species",14
"48059","19AcS121.1.1","11LoS34_4",99.5431,"species",14
"48124","19AcS121.1.1","19AcPa144.1.1",95.6751,"species",14
"48174","19AcS121.1.1","19AcGLB196.3.1",90.8311,"species",14
"5610","09LoS36_4","11LoS15_1",91.6723,"metapop",15
"5747","09LoS36_4","19AcPa285.2.1",90.9595,"metapop",15
"5768","09LoS36_4","09LoS42_2",90.8888,"metapop",15
"5805","09LoS36_4","19AcD306.1.1",90.1054,"metapop",15
"6340","09LoS42_2","19AcPa285.2.1",99.548,"metapop",15
"6418","09LoS42_2","11LoS15_1",98.9937,"metapop",15
"6520","09LoS42_2","09LoS36_4",90.9106,"metapop",15
"6525","09LoS42_2","19AcD306.1.1",90.8315,"metapop",15
"7584","11LoS15_1","19AcPa285.2.1",99.0643,"metapop",15
"7613","11LoS15_1","09LoS42_2",98.9861,"metapop",15
"7700","11LoS15_1","09LoS36_4",91.5579,"metapop",15
"7741","11LoS15_1","19AcD306.1.1",90.5048,"metapop",15
"31272","19AcD306.1.1","19AcPa285.2.1",91.0372,"metapop",15
"31293","19AcD306.1.1","09LoS42_2",90.9938,"metapop",15
"31387","19AcD306.1.1","11LoS15_1",90.6544,"metapop",15
"31452","19AcD306.1.1","09LoS36_4",89.8352,"metapop",15
"46278","19AcPa285.2.1","09LoS42_2",99.5375,"metapop",15
"46349","19AcPa285.2.1","11LoS15_1",99.0573,"metapop",15
"46450","19AcPa285.2.1","19AcD306.1.1",90.8112,"metapop",15
"46457","19AcPa285.2.1","09LoS36_4",90.7607,"metapop",15
"3661","05LoS23_10","19AcAm127.1.1",99.5973,"species",15
"3716","05LoS23_10","19AcS398Asp.1.1",99.2472,"species",15
"3732","05LoS23_10","19AcAm43.3.1",99.2021,"species",15
"3742","05LoS23_10","11LoS7_1",99.1698,"species",15
"12626","11LoS7_1","19AcS398Asp.1.1",99.4935,"species",15
"12640","11LoS7_1","19AcAm43.3.1",99.4272,"species",15
"12678","11LoS7_1","05LoS23_10",99.1704,"species",15
"12706","11LoS7_1","19AcAm127.1.1",99.0367,"species",15
"20346","19AcAm127.1.1","05LoS23_10",99.5999,"species",15
"20389","19AcAm127.1.1","19AcS398Asp.1.1",99.3263,"species",15
"20431","19AcAm127.1.1","19AcAm43.3.1",99.1812,"species",15
"20453","19AcAm127.1.1","11LoS7_1",99.0444,"species",15
"28329","19AcAm43.3.1","19AcS398Asp.1.1",99.6331,"species",15
"28382","19AcAm43.3.1","11LoS7_1",99.4271,"species",15
"28412","19AcAm43.3.1","05LoS23_10",99.201,"species",15
"28416","19AcAm43.3.1","19AcAm127.1.1",99.1765,"species",15
"54016","19AcS398Asp.1.1","19AcAm43.3.1",99.6384,"species",15
"54030","19AcS398Asp.1.1","11LoS7_1",99.4918,"species",15
"54057","19AcS398Asp.1.1","19AcAm127.1.1",99.3321,"species",15
"54077","19AcS398Asp.1.1","05LoS23_10",99.2568,"species",15
"4720","05LoS3_4","19AcS217.3.1",92.9077,"metapop",16
"4739","05LoS3_4","19AcAm127.1.1",92.7794,"metapop",16
"4741","05LoS3_4","11LoS28_6",92.7662,"metapop",16
"4799","05LoS3_4","19AcS182.1.1",92.1283,"metapop",16
"9549","11LoS28_6","19AcS182.1.1",98.7902,"metapop",16
"9618","11LoS28_6","19AcAm127.1.1",97.7551,"metapop",16
"9627","11LoS28_6","19AcS217.3.1",97.3281,"metapop",16
"9684","11LoS28_6","05LoS3_4",92.8094,"metapop",16
"21034","19AcAm127.1.1","19AcS217.3.1",98.3995,"metapop",16
"21086","19AcAm127.1.1","11LoS28_6",97.7304,"metapop",16
"21099","19AcAm127.1.1","19AcS182.1.1",97.2003,"metapop",16
"21152","19AcAm127.1.1","05LoS3_4",92.6602,"metapop",16
"50288","19AcS182.1.1","11LoS28_6",98.7839,"metapop",16
"50310","19AcS182.1.1","19AcS217.3.1",98.4312,"metapop",16
"50377","19AcS182.1.1","19AcAm127.1.1",97.191,"metapop",16
"50436","19AcS182.1.1","05LoS3_4",92.1256,"metapop",16
"51068","19AcS217.3.1","19AcS182.1.1",98.4226,"metapop",16
"51074","19AcS217.3.1","19AcAm127.1.1",98.3656,"metapop",16
"51106","19AcS217.3.1","11LoS28_6",97.31,"metapop",16
"51164","19AcS217.3.1","05LoS3_4",92.896,"metapop",16
"1251","05LoS16R10_32","19AcS183.3.1",95.969,"species",16
"1271","05LoS16R10_32","09LoS42_2",95.8525,"species",16
"1311","05LoS16R10_32","19AcS398sp.3.1",95.168,"species",16
"1317","05LoS16R10_32","19AcAm127A.2.1",95.0789,"species",16
"6600","09LoS42_2","19AcS183.3.1",99.3987,"species",16
"6643","09LoS42_2","19AcS398sp.3.1",98.6176,"species",16
"6659","09LoS42_2","19AcAm127A.2.1",98.3158,"species",16
"6722","09LoS42_2","05LoS16R10_32",95.9619,"species",16
"21477","19AcAm127A.2.1","19AcS398sp.3.1",99.2425,"species",16
"21534","19AcAm127A.2.1","09LoS42_2",98.3388,"species",16
"21536","19AcAm127A.2.1","19AcS183.3.1",98.3283,"species",16
"21617","19AcAm127A.2.1","05LoS16R10_32",94.992,"species",16
"50770","19AcS183.3.1","09LoS42_2",99.3982,"species",16
"50781","19AcS183.3.1","19AcS398sp.3.1",99.1543,"species",16
"50818","19AcS183.3.1","19AcAm127A.2.1",98.4183,"species",16
"50884","19AcS183.3.1","05LoS16R10_32",95.9697,"species",16
"54912","19AcS398sp.3.1","19AcAm127A.2.1",99.2415,"species",16
"54919","19AcS398sp.3.1","19AcS183.3.1",99.1375,"species",16
"54959","19AcS398sp.3.1","09LoS42_2",98.712,"species",16
"55046","19AcS398sp.3.1","05LoS16R10_32",95.145,"species",16
"21823","19AcAm39.4.1","19AcPa178.1.1",95.8143,"metapop",17
"21841","19AcAm39.4.1","19AcGLB103.2.1",95.7682,"metapop",17
"21843","19AcAm39.4.1","19AcS313B.1.1",95.7674,"metapop",17
"21872","19AcAm39.4.1","19AcNV332.3.1",91.7397,"metapop",17
"26748","19AcGLB103.2.1","19AcS313B.1.1",99.3177,"metapop",17
"26828","19AcGLB103.2.1","19AcPa178.1.1",96.1197,"metapop",17
"26839","19AcGLB103.2.1","19AcAm39.4.1",95.7889,"metapop",17
"26862","19AcGLB103.2.1","19AcNV332.3.1",91.8582,"metapop",17
"30399","19AcNV332.3.1","19AcPa178.1.1",92.0399,"metapop",17
"30509","19AcNV332.3.1","19AcS313B.1.1",91.6097,"metapop",17
"30540","19AcNV332.3.1","19AcGLB103.2.1",91.5666,"metapop",17
"30559","19AcNV332.3.1","19AcAm39.4.1",91.5071,"metapop",17
"36102","19AcPa178.1.1","19AcS313B.1.1",96.2015,"metapop",17
"36150","19AcPa178.1.1","19AcGLB103.2.1",96.1235,"metapop",17
"36168","19AcPa178.1.1","19AcAm39.4.1",95.8419,"metapop",17
"36193","19AcPa178.1.1","19AcNV332.3.1",92.1317,"metapop",17
"42837","19AcS313B.1.1","19AcGLB103.2.1",99.3089,"metapop",17
"42884","19AcS313B.1.1","19AcPa178.1.1",96.2256,"metapop",17
"42897","19AcS313B.1.1","19AcAm39.4.1",95.8047,"metapop",17
"42921","19AcS313B.1.1","19AcNV332.3.1",91.5951,"metapop",17
"233","05LoH17.10","19AcPa174.3.1",98.81,"species",17
"267","05LoH17.10","19AcS182.1.1",96.1847,"species",17
"341","05LoH17.10","19AcPa178.2.1",96.0577,"species",17
"353","05LoH17.10","19AcAm41.3.1",96.0297,"species",17
"22677","19AcAm41.3.1","19AcPa178.2.1",99.1054,"species",17
"22683","19AcAm41.3.1","19AcS182.1.1",98.963,"species",17
"22693","19AcAm41.3.1","19AcPa174.3.1",96.1987,"species",17
"22698","19AcAm41.3.1","05LoH17.10",96.1592,"species",17
"34731","19AcPa174.3.1","05LoH17.10",98.8232,"species",17
"34767","19AcPa174.3.1","19AcS182.1.1",96.2596,"species",17
"34836","19AcPa174.3.1","19AcPa178.2.1",96.1873,"species",17
"34849","19AcPa174.3.1","19AcAm41.3.1",96.1533,"species",17
"36293","19AcPa178.2.1","19AcAm41.3.1",99.1695,"species",17
"36309","19AcPa178.2.1","19AcS182.1.1",99.1475,"species",17
"36368","19AcPa178.2.1","19AcPa174.3.1",96.2047,"species",17
"36381","19AcPa178.2.1","05LoH17.10",96.0813,"species",17
"39568","19AcS182.1.1","19AcPa178.2.1",99.1429,"species",17
"39607","19AcS182.1.1","19AcAm41.3.1",98.9512,"species",17
"39625","19AcS182.1.1","19AcPa174.3.1",96.2768,"species",17
"39633","19AcS182.1.1","05LoH17.10",96.1756,"species",17
"12621","11LoS8_1","19AcAM290.1.1",99.6601,"metapop",18
"12630","11LoS8_1","19AcS313A.1.1",99.6414,"metapop",18
"12777","11LoS8_1","19AcNV333.2.1",92.204,"metapop",18
"12793","11LoS8_1","19AcAM304.1.1",91.6268,"metapop",18
"17318","19AcAM290.1.1","11LoS8_1",99.6603,"metapop",18
"17371","19AcAM290.1.1","19AcS313A.1.1",99.5206,"metapop",18
"17466","19AcAM290.1.1","19AcNV333.2.1",92.3283,"metapop",18
"174861","19AcAM290.1.1","19AcAM304.1.1",91.7555,"metapop",18
"17803","19AcAM304.1.1","19AcNV333.2.1",92.3956,"metapop",18
"17868","19AcAM304.1.1","19AcAM290.1.1",91.5088,"metapop",18
"17890","19AcAM304.1.1","11LoS8_1",91.4636,"metapop",18
"17990","19AcAM304.1.1","19AcS313A.1.1",91.3368,"metapop",18
"39542","19AcNV333.2.1","19AcAM304.1.1",92.5669,"metapop",18
"39562","19AcNV333.2.1","19AcAM290.1.1",92.3439,"metapop",18
"39630","19AcNV333.2.1","11LoS8_1",92.2458,"metapop",18
"39653","19AcNV333.2.1","19AcS313A.1.1",92.2247,"metapop",18
"54368","19AcS313A.1.1","11LoS8_1",99.642,"metapop",18
"54407","19AcS313A.1.1","19AcAM290.1.1",99.525,"metapop",18
"54518","19AcS313A.1.1","19AcNV333.2.1",92.2268,"metapop",18
"54537","19AcS313A.1.1","19AcAM304.1.1",91.6086,"metapop",18
"20798","19AcAm127.1.1","19AcGLB196.2.1",99.4592,"species",18
"20838","19AcAm127.1.1","19AcD280.2.1",99.3872,"species",18
"20847","19AcAm127.1.1","19AcS5.2.1",99.3692,"species",18
"20878","19AcAm127.1.1","19AcPa144.1.1",96.3681,"species",18
"30718","19AcD280.2.1","19AcS5.2.1",99.4613,"species",18
"30732","19AcD280.2.1","19AcAm127.1.1",99.3832,"species",18
"30736","19AcD280.2.1","19AcGLB196.2.1",99.3563,"species",18
"30760","19AcD280.2.1","19AcPa144.1.1",96.4415,"species",18
"34118","19AcGLB196.2.1","19AcS5.2.1",99.5695,"species",18
"34144","19AcGLB196.2.1","19AcAm127.1.1",99.4592,"species",18
"34190","19AcGLB196.2.1","19AcD280.2.1",99.359,"species",18
"34217","19AcGLB196.2.1","19AcPa144.1.1",96.397,"species",18
"41792","19AcPa144.1.1","19AcS5.2.1",96.5325,"species",18
"41810","19AcPa144.1.1","19AcGLB196.2.1",96.5047,"species",18
"41856","19AcPa144.1.1","19AcAm127.1.1",96.4622,"species",18
"41876","19AcPa144.1.1","19AcD280.2.1",96.4472,"species",18
"56361","19AcS5.2.1","19AcGLB196.2.1",99.573,"species",18
"56411","19AcS5.2.1","19AcD280.2.1",99.4619,"species",18
"56434","19AcS5.2.1","19AcAm127.1.1",99.3761,"species",18
"56448","19AcS5.2.1","19AcPa144.1.1",96.396,"species",18
"1967","05LoS1_7","19AcS142.3.1",96.1646,"metapop",19
"2028","05LoS1_7","19AcPa177.2.2",96.0589,"metapop",19
"2129","05LoS1_7","11LoS33_1",90.9168,"metapop",19
"2159","05LoS1_7","11LoS31_5",84.918,"metapop",19
"9884","11LoS31_5","05LoS1_7",84.7063,"metapop",19
"9986","11LoS31_5","19AcPa177.2.2",83.8033,"metapop",19
"10037","11LoS31_5","19AcS142.3.1",83.4586,"metapop",19
"10067","11LoS31_5","11LoS33_1",82.954,"metapop",19
"10504","11LoS33_1","19AcPa177.2.2",90.1555,"metapop",19
"10517","11LoS33_1","19AcS142.3.1",90.1186,"metapop",19
"10520","11LoS33_1","05LoS1_7",90.1028,"metapop",19
"10558","11LoS33_1","11LoS31_5",84.059,"metapop",19
"43954","19AcPa177.2.2","19AcS142.3.1",99.5815,"metapop",19
"44059","19AcPa177.2.2","05LoS1_7",95.9629,"metapop",19
"44141","19AcPa177.2.2","11LoS33_1",89.6768,"metapop",19
"44159","19AcPa177.2.2","11LoS31_5",83.8515,"metapop",19
"46872","19AcS142.3.1","19AcPa177.2.2",99.5743,"metapop",19
"46937","19AcS142.3.1","05LoS1_7",96.141,"metapop",19
"47014","19AcS142.3.1","11LoS33_1",90.1505,"metapop",19
"47040","19AcS142.3.1","11LoS31_5",83.5327,"metapop",19
"27649","19AcAm42.7.1","19AcPa174A.1.2",95.7045,"species",19
"27650","19AcAm42.7.1","19AcPa174A.2.1",95.7045,"species",19
"27696","19AcAm42.7.1","19AcD271.1.1",95.6157,"species",19
"27715","19AcAm42.7.1","19AcS142.2.1",95.596,"species",19
"29077","19AcD271.1.1","19AcS142.2.1",99.585,"species",19
"29169","19AcD271.1.1","19AcPa174A.1.2",96.1722,"species",19
"29170","19AcD271.1.1","19AcPa174A.2.1",96.1722,"species",19
"29194","19AcD271.1.1","19AcAm42.7.1",95.4067,"species",19
"42963","19AcPa174A.1.2","19AcPa174A.2.1",99.9928,"species",19
"43074","19AcPa174A.1.2","19AcS142.2.1",96.0297,"species",19
"43086","19AcPa174A.1.2","19AcD271.1.1",96.0013,"species",19
"43114","19AcPa174A.1.2","19AcAm42.7.1",95.7387,"species",19
"43201","19AcPa174A.2.1","19AcPa174A.1.2",99.9928,"species",19
"43314","19AcPa174A.2.1","19AcS142.2.1",96.0297,"species",19
"43326","19AcPa174A.2.1","19AcD271.1.1",96.0013,"species",19
"43355","19AcPa174A.2.1","19AcAm42.7.1",95.7387,"species",19
"46631","19AcS142.2.1","19AcD271.1.1",99.5874,"species",19
"46691","19AcS142.2.1","19AcPa174A.2.1",96.1966,"species",19
"46692","19AcS142.2.1","19AcPa174A.1.2",96.1966,"species",19
"46713","19AcS142.2.1","19AcAm42.7.1",95.4537,"species",19
"774","05LoM26.5","19AcAm211.3.1",96.1315,"metapop",20
"915","05LoM26.5","19AcS295.3.1",91.4871,"metapop",20
"929","05LoM26.5","19AcD298.1.1",91.1453,"metapop",20
"947","05LoM26.5","CW17",90.7392,"metapop",20
"25675","19AcAm211.3.1","05LoM26.5",96.0894,"metapop",20
"25736","19AcAm211.3.1","19AcS295.3.1",91.173,"metapop",20
"25753","19AcAm211.3.1","19AcD298.1.1",90.8036,"metapop",20
"25770","19AcAm211.3.1","CW17",90.383,"metapop",20
"30867","19AcD298.1.1","CW17",99.28,"metapop",20
"30893","19AcD298.1.1","19AcS295.3.1",91.4639,"metapop",20
"30904","19AcD298.1.1","05LoM26.5",91.0931,"metapop",20
"31008","19AcD298.1.1","19AcAm211.3.1",90.7782,"metapop",20
"50165","19AcS295.3.1","19AcD298.1.1",91.7158,"metapop",20
"50183","19AcS295.3.1","05LoM26.5",91.5578,"metapop",20
"50204","19AcS295.3.1","CW17",91.2715,"metapop",20
"502881","19AcS295.3.1","19AcAm211.3.1",91.0567,"metapop",20
"56165","CW17","19AcD298.1.1",99.2834,"metapop",20
"56204","CW17","19AcS295.3.1",91.0482,"metapop",20
"56227","CW17","05LoM26.5",90.6758,"metapop",20
"56335","CW17","19AcAm211.3.1",90.4404,"metapop",20
"984","05LoS14_6","19AcPa147.2.2",98.6053,"species",20
"1005","05LoS14_6","19AcGLB102.2.1",96.0275,"species",20
"1006","05LoS14_6","19AcAm205.1.1",95.9998,"species",20
"1071","05LoS14_6","19AcAm129.3.1",95.8779,"species",20
"22193","19AcAm129.3.1","19AcAm205.1.1",99.5901,"species",20
"22255","19AcAm129.3.1","19AcGLB102.2.1",99.3661,"species",20
"22311","19AcAm129.3.1","19AcPa147.2.2",95.8805,"species",20
"22323","19AcAm129.3.1","05LoS14_6",95.785,"species",20
"23877","19AcAm205.1.1","19AcAm129.3.1",99.6016,"species",20
"23943","19AcAm205.1.1","19AcGLB102.2.1",99.272,"species",20
"24001","19AcAm205.1.1","19AcPa147.2.2",95.7866,"species",20
"24013","19AcAm205.1.1","05LoS14_6",95.7108,"species",20
"32341","19AcGLB102.2.1","19AcAm129.3.1",99.3676,"species",20
